time_s,ax_ms2,ay_ms2,az_ms2,gx_rad_s,gy_rad_s,gz_rad_s,mx_T,my_T,mz_T,qx,qy,qz,qw,roll_deg,pitch_deg,yaw_deg,raw
0.0,3.0400614999999998,-38.56955445,-87.6910643,-1.1205013797803595e-05,1.0733774899765127e-05,3.665191429188092e-07,-1.326e-05,-9.6e-07,4.604e-05,-0.0017830687882298135,0.20569440982288356,0.9763878076547519,0.06598090251322286,23.680000000000003,1.7550000000000001,172.636,"$VNYMR,+172.636,+001.755,+023.680,-00.1326,-00.0096,+00.4604,+00.310,-03.933,-08.942,-00.000642,+00.000615,+00.000021*67"
0.022483110427856445,2.8047018999999995,-38.47148795,-87.79893744999998,4.5553093477052e-05,-1.8151424220741026e-06,2.965314399138366e-05,-1.291e-05,-9.6e-07,4.660000000000001e-05,-0.0017837123749623747,0.20571143541557943,0.9763847932164249,0.0659724130614028,23.68199999999999,1.7549999999999994,172.637,"$VNYMR,+172.637,+001.755,+023.682,-00.1291,-00.0096,+00.4660,+00.286,-03.923,-08.953,+00.002610,-00.000104,+00.001699*62"
0.04717254638671875,2.8635417999999997,-38.66762095,-87.73029089999999,-5.2935836212988014e-05,1.9844393595175527e-05,-1.1606439525762291e-05,-1.278e-05,-4.8e-07,4.462e-05,-0.0017939636610228313,0.2056863946334269,0.9763899328731491,0.06597414448897874,23.679000000000002,1.7560000000000004,172.637,"$VNYMR,+172.637,+001.756,+023.679,-00.1278,-00.0048,+00.4462,+00.292,-03.943,-08.946,-00.003033,+00.001137,-00.000665*65"
0.07325029373168945,3.0792881,-38.49110124999999,-87.75971084999999,4.616395871525002e-05,-1.3962634015954637e-06,-1.1746065865921838e-05,-1.326e-05,-3.5000000000000004e-07,4.5910000000000006e-05,-0.0017848638105140459,0.2056943942548407,0.9763883834095699,0.06597238191970078,23.68,1.7550000000000001,172.637,"$VNYMR,+172.637,+001.755,+023.680,-00.1326,-00.0035,+00.4591,+00.314,-03.925,-08.949,+00.002645,-00.000080,-00.000673*60"
0.09835362434387207,3.04986815,-38.7362675,-87.8871973,-3.043854215478111e-05,-1.2444197566719569e-05,-1.2740903539558606e-06,-1.291e-05,-6.000000000000001e-07,4.6070000000000004e-05,-0.0017933879279332723,0.2056949152351508,0.9763881378835645,0.06597416014175289,23.680000000000003,1.7560000000000002,172.637,"$VNYMR,+172.637,+001.756,+023.680,-00.1291,-00.0060,+00.4607,+00.311,-03.950,-08.962,-00.001744,-00.000713,-00.000073*62"
0.12407112121582031,2.8145085499999998,-38.43226135,-87.95584385,1.0751228192285071e-05,1.064650843716541e-06,-1.2269664641520135e-05,-1.3370000000000002e-05,-1.08e-06,4.5900000000000004e-05,-0.0017939636610228313,0.2056863946334269,0.9763899328731491,0.06597414448897874,23.679000000000002,1.7560000000000004,172.637,"$VNYMR,+172.637,+001.756,+023.679,-00.1337,-00.0108,+00.4590,+00.287,-03.919,-08.969,+00.000616,+00.000061,-00.000703*66"
0.14824891090393066,3.0400614999999998,-38.56955445,-87.8871973,9.145525280450287e-06,-1.593485607070823e-05,1.361356816555577e-06,-1.301e-05,1e-08,4.486e-05,-0.0017854395280860191,0.20568587365097415,0.9763901783946081,0.06597236634131365,23.679,1.7550000000000001,172.637,"$VNYMR,+172.637,+001.755,+023.679,-00.1301,+00.0001,+00.4486,+00.310,-03.933,-08.962,+00.000524,-00.000913,+00.000078*61"
0.17637896537780762,2.9125750499999996,-38.6185877,-87.61261109999998,-2.5481807079117213e-06,1.2566370614359173e-05,2.2689280275926283e-07,-1.2790000000000001e-05,1e-08,4.634e-05,-0.0017957586133609746,0.20568637897030861,0.9763905085689921,0.06596562387691066,23.678999999999995,1.7559999999999998,172.638,"$VNYMR,+172.638,+001.756,+023.679,-00.1279,+00.0001,+00.4634,+00.297,-03.938,-08.934,-00.000146,+00.000720,+00.000013*6D"
0.1987159252166748,3.0400614999999998,-38.6185877,-87.95584385,-1.7592918860102843e-05,1.2391837689159741e-06,1.064650843716541e-06,-1.314e-05,-4.7000000000000005e-07,4.605e-05,-0.00180248779382303,0.20568691560021563,0.9763896872773337,0.0659759226316196,23.678999999999995,1.757,172.637,"$VNYMR,+172.637,+001.757,+023.679,-00.1314,-00.0047,+00.4605,+00.310,-03.938,-08.969,-00.001008,+00.000071,+00.000061*65"
0.2226123809814453,2.9027684,-38.49110124999999,-88.1813968,1.970476725501598e-05,2.780309498426967e-05,-1.0733774899765127e-05,-1.3130000000000001e-05,-3.6e-07,4.4590000000000005e-05,-0.0018133825775461956,0.20567890012132312,0.9763918122582222,0.06596916433921864,23.678000000000008,1.7580000000000002,172.638,"$VNYMR,+172.638,+001.758,+023.678,-00.1313,-00.0036,+00.4459,+00.296,-03.925,-08.992,+00.001129,+00.001593,-00.000615*66"
0.24779272079467773,2.8635417999999997,-38.5597478,-87.92642389999999,-2.0682151636132805e-05,1.9669860669976092e-05,-2.0315632493213997e-05,-1.303e-05,-2.3e-07,4.6320000000000004e-05,-0.0018201118385144724,0.20567943687584506,0.9763909907915007,0.06597946302086825,23.677999999999997,1.7589999999999992,172.637,"$VNYMR,+172.637,+001.759,+023.678,-00.1303,-00.0023,+00.4632,+00.292,-03.932,-08.966,-00.001185,+00.001127,-00.001164*60"
0.27416253089904785,3.12832135,-38.45187464999999,-88.5932761,2.0245819323134223e-06,-1.0000736613927509e-05,-1.7453292519943297e-07,-1.3250000000000002e-05,-1.1e-07,4.551e-05,-0.0018188928004780214,0.20567093212989085,0.9763922098295372,0.06598796776682234,23.677000000000003,1.7589999999999995,172.636,"$VNYMR,+172.636,+001.759,+023.677,-00.1325,-00.0011,+00.4551,+00.319,-03.921,-09.034,+00.000116,-00.000573,-00.000010*6E"
0.29767799377441406,2.9125750499999996,-38.638200999999995,-87.52435125,4.7123889803846896e-06,-1.2828170002158321e-05,1.0279989294246601e-05,-1.3020000000000002e-05,-6.000000000000001e-07,4.619e-05,-0.0018219067301337316,0.20567942098454126,0.9763915665337568,0.06597094239956793,23.678000000000008,1.7590000000000006,172.638,"$VNYMR,+172.638,+001.759,+023.678,-00.1302,-00.0060,+00.4619,+00.297,-03.940,-08.925,+00.000270,-00.000735,+00.000589*6B"
0.325228214263916,3.0694814499999996,-38.7558808,-88.03429704999999,-3.841469683639519e-05,1.8570303241219668e-05,1.4364059743913332e-05,-1.3130000000000001e-05,2.5000000000000004e-07,4.525e-05,-0.001822482435142107,0.2056709003528973,0.9763933613881284,0.06597092649792037,23.67700000000001,1.759,172.638,"$VNYMR,+172.638,+001.759,+023.677,-00.1313,+00.0025,+00.4525,+00.313,-03.952,-08.977,-00.002201,+00.001064,+00.000823*6D"
0.34855008125305176,2.8929617499999996,-38.6578143,-88.0441037,3.7995817815916554e-05,5.689773361501514e-06,-5.846852994181004e-06,-1.301e-05,-1.2e-07,4.4460000000000005e-05,-0.0018315823234921133,0.20566290055743516,0.976394910378412,0.06597268849779937,23.676000000000002,1.76,172.638,"$VNYMR,+172.638,+001.760,+023.676,-00.1301,-00.0012,+00.4446,+00.295,-03.942,-08.978,+00.002177,+00.000326,-00.000335*68"
0.3732566833496094,3.1087080499999997,-38.677427599999994,-88.1421702,-4.715879638888678e-05,1.3910274138394806e-05,2.069960492865275e-05,-1.349e-05,-5.9e-07,4.642e-05,-0.0018157530796172607,0.2056703636499314,0.9763941827602933,0.06596062786782682,23.67700000000001,1.758000000000001,172.639,"$VNYMR,+172.639,+001.758,+023.677,-00.1349,-00.0059,+00.4642,+00.317,-03.944,-08.988,-00.002702,+00.000797,+00.001186*65"
